0.00E+00	0.00E+00
-1.31E-03	-2.51E+00
-2.62E-03	-4.19E+00
-3.92E-03	-5.95E+00
-5.23E-03	-7.76E+00
-6.54E-03	-9.62E+00
-7.85E-03	-1.15E+01
-9.16E-03	-1.34E+01
-1.05E-02	-1.53E+01
-1.18E-02	-1.73E+01
-1.31E-02	-1.92E+01
-1.44E-02	-2.11E+01
-1.57E-02	-2.31E+01
-1.70E-02	-2.50E+01
-1.83E-02	-2.69E+01
-1.96E-02	-2.88E+01
-2.09E-02	-3.06E+01
-2.22E-02	-3.24E+01
-2.35E-02	-3.42E+01
-2.49E-02	-3.60E+01
-2.62E-02	-3.77E+01
-2.75E-02	-3.93E+01
-2.88E-02	-4.09E+01
-3.01E-02	-4.25E+01
-3.14E-02	-4.40E+01
-3.27E-02	-4.54E+01
-3.40E-02	-4.68E+01
-3.53E-02	-4.81E+01
-3.66E-02	-4.93E+01
-3.79E-02	-5.04E+01
-3.92E-02	-5.15E+01
-4.06E-02	-5.25E+01
-4.19E-02	-5.34E+01
-4.32E-02	-5.43E+01
-4.45E-02	-5.51E+01
-4.58E-02	-5.58E+01
-4.71E-02	-5.64E+01
-4.84E-02	-5.70E+01
-4.97E-02	-5.76E+01
-5.10E-02	-5.80E+01
-5.23E-02	-5.84E+01
-5.36E-02	-5.88E+01
-5.49E-02	-5.91E+01
-5.62E-02	-5.94E+01
-5.76E-02	-5.96E+01
-5.89E-02	-5.98E+01
-6.02E-02	-5.99E+01
-6.15E-02	-6.00E+01
-6.28E-02	-6.01E+01
-6.41E-02	-6.01E+01
-6.54E-02	-6.02E+01
-7.51E-02	-5.98E+01
-8.48E-02	-5.90E+01
-9.44E-02	-5.80E+01
-1.04E-01	-5.72E+01
-1.14E-01	-5.65E+01
-1.23E-01	-5.60E+01
-1.33E-01	-5.56E+01
-1.43E-01	-5.53E+01
-1.53E-01	-5.51E+01
-1.62E-01	-5.49E+01
-1.72E-01	-5.49E+01
-1.82E-01	-5.48E+01
-1.91E-01	-5.49E+01
-2.01E-01	-5.49E+01
-2.11E-01	-5.51E+01
-2.20E-01	-5.52E+01
-2.30E-01	-5.54E+01
-2.40E-01	-5.57E+01
-2.49E-01	-5.59E+01
-2.59E-01	-5.62E+01
-2.69E-01	-5.65E+01
-2.78E-01	-5.68E+01
-2.88E-01	-5.72E+01
-2.98E-01	-5.75E+01
-3.07E-01	-5.79E+01
-3.17E-01	-5.84E+01
-3.27E-01	-5.88E+01
-3.36E-01	-5.93E+01
-3.46E-01	-5.98E+01
-3.56E-01	-6.02E+01
-3.65E-01	-6.07E+01
-3.75E-01	-6.13E+01
-3.85E-01	-6.18E+01
-3.94E-01	-6.23E+01
-4.04E-01	-6.28E+01
-4.14E-01	-6.33E+01
-4.23E-01	-6.39E+01
-4.33E-01	-6.44E+01
-4.43E-01	-6.50E+01
-4.53E-01	-6.56E+01
-4.62E-01	-6.61E+01
-4.72E-01	-6.67E+01
-4.82E-01	-6.73E+01
-4.91E-01	-6.79E+01
-5.01E-01	-6.85E+01
-5.11E-01	-6.92E+01
-5.20E-01	-6.99E+01
-5.30E-01	-7.06E+01
-5.40E-01	-7.14E+01
