0	0
-0.002411556	-3.407196902
-0.004823111	-6.814393837
-0.007234667	-10.22159084
-0.009646222	-13.62878786
-0.012057778	-17.0359849
-0.014469333	-20.44318195
-0.016880889	-23.85037902
-0.019292444	-27.25757612
-0.021704	-30.66477325
-0.024115556	-34.07197046
-0.026527111	-37.4791678
-0.028938667	-40.88636544
-0.031350222	-44.2935639
-0.033761778	-47.70076583
-0.036173333	-51.10807111
-0.038584889	-54.22467624
-0.040996444	-56.75969003
-0.043408	-59.28680416
-0.045819556	-61.99763502
-0.048231111	-64.62999158
-0.050642667	-67.07311929
-0.053054222	-69.37916254
-0.055465778	-71.55898383
-0.057877333	-73.61506486
-0.060288889	-75.54244668
-0.062700444	-77.3472366
-0.065112	-79.02614432
-0.067523556	-80.58648846
-0.069935111	-82.02651818
-0.072346667	-83.35585639
-0.074758222	-84.57789672
-0.077169778	-85.69749497
-0.079581333	-86.71412834
-0.081992889	-87.63400307
-0.084404444	-88.4593051
-0.086816	-89.19754337
-0.089227556	-89.85588442
-0.091639111	-90.43823781
-0.094050667	-90.94502404
-0.096462222	-91.38103872
-0.098873778	-91.75242767
-0.101285333	-92.06478745
-0.103696889	-92.32501875
-0.106108444	-92.53765487
-0.10852	-92.70508993
-0.110931556	-92.83065665
-0.113343111	-92.91895922
-0.115754667	-92.97402071
-0.118166222	-92.99941168
-0.120577778	-92.99889194
-0.129190476	-92.83023401
-0.137803175	-92.49910332
-0.146415873	-92.11487247
-0.155028571	-91.73594598
-0.16364127	-91.37299989
-0.172253968	-91.05956107
-0.180866667	-90.78556343
-0.189479365	-90.52209522
-0.198092063	-90.29357813
-0.206704762	-90.10028827
-0.21531746	-89.93521967
-0.223930159	-89.80332502
-0.232542857	-89.71690965
-0.241155556	-89.67956094
-0.249768254	-89.70162879
-0.258380952	-89.76740516
-0.266993651	-89.8846909
-0.275606349	-90.04327224
-0.284219048	-90.23365715
-0.292831746	-90.47665809
-0.301444444	-90.75328982
-0.310057143	-91.06165113
-0.318669841	-91.41758103
-0.32728254	-91.82254413
-0.335895238	-92.28108289
-0.344507937	-92.79130102
-0.353120635	-93.34208011
-0.361733333	-93.95124221
-0.370346032	-94.60999067
-0.37895873	-95.31117796
-0.387571429	-96.07017635
-0.396184127	-96.87796207
-0.404796825	-97.7346008
-0.413409524	-98.64569406
-0.422022222	-99.60616667
-0.430634921	-100.5910387
-0.439247619	-101.6196383
-0.447860317	-102.7032852
-0.456473016	-103.8263908
-0.465085714	-104.9889698
-0.473698413	-106.1889951
-0.482311111	-107.4385049
-0.49092381	-108.7413639
-0.499536508	-110.0909576
-0.508149206	-111.4809587
-0.516761905	-112.9151115
-0.525374603	-114.3865014
-0.533987302	-115.9094121
-0.5426	-117.4918221
