0.00E+00	0.00E+00
-1.22E-03	-1.73E+00
-2.44E-03	-2.88E+00
-3.66E-03	-4.07E+00
-4.87E-03	-5.30E+00
-6.09E-03	-6.56E+00
-7.31E-03	-7.84E+00
-8.53E-03	-9.14E+00
-9.75E-03	-1.04E+01
-1.10E-02	-1.18E+01
-1.22E-02	-1.31E+01
-1.34E-02	-1.44E+01
-1.46E-02	-1.57E+01
-1.58E-02	-1.70E+01
-1.71E-02	-1.84E+01
-1.83E-02	-1.97E+01
-1.95E-02	-2.10E+01
-2.07E-02	-2.23E+01
-2.19E-02	-2.37E+01
-2.32E-02	-2.50E+01
-2.44E-02	-2.63E+01
-2.56E-02	-2.76E+01
-2.68E-02	-2.88E+01
-2.80E-02	-3.01E+01
-2.92E-02	-3.13E+01
-3.05E-02	-3.25E+01
-3.17E-02	-3.37E+01
-3.29E-02	-3.48E+01
-3.41E-02	-3.59E+01
-3.53E-02	-3.69E+01
-3.66E-02	-3.79E+01
-3.78E-02	-3.89E+01
-3.90E-02	-3.98E+01
-4.02E-02	-4.06E+01
-4.14E-02	-4.14E+01
-4.26E-02	-4.22E+01
-4.39E-02	-4.29E+01
-4.51E-02	-4.35E+01
-4.63E-02	-4.41E+01
-4.75E-02	-4.47E+01
-4.87E-02	-4.52E+01
-5.00E-02	-4.56E+01
-5.12E-02	-4.60E+01
-5.24E-02	-4.63E+01
-5.36E-02	-4.66E+01
-5.48E-02	-4.68E+01
-5.61E-02	-4.70E+01
-5.73E-02	-4.71E+01
-5.85E-02	-4.72E+01
-5.97E-02	-4.73E+01
-6.09E-02	-4.73E+01
-7.09E-02	-4.67E+01
-8.08E-02	-4.54E+01
-9.08E-02	-4.42E+01
-1.01E-01	-4.34E+01
-1.11E-01	-4.29E+01
-1.21E-01	-4.26E+01
-1.31E-01	-4.24E+01
-1.41E-01	-4.24E+01
-1.50E-01	-4.24E+01
-1.60E-01	-4.25E+01
-1.70E-01	-4.26E+01
-1.80E-01	-4.28E+01
-1.90E-01	-4.30E+01
-2.00E-01	-4.32E+01
-2.10E-01	-4.34E+01
-2.20E-01	-4.36E+01
-2.30E-01	-4.39E+01
-2.40E-01	-4.42E+01
-2.50E-01	-4.43E+01
-2.60E-01	-4.47E+01
-2.70E-01	-4.50E+01
-2.80E-01	-4.53E+01
-2.90E-01	-4.56E+01
-3.00E-01	-4.59E+01
-3.10E-01	-4.62E+01
-3.20E-01	-4.65E+01
-3.29E-01	-4.69E+01
-3.39E-01	-4.73E+01
-3.49E-01	-4.76E+01
-3.59E-01	-4.80E+01
-3.69E-01	-4.85E+01
-3.79E-01	-4.89E+01
-3.89E-01	-4.93E+01
-3.99E-01	-4.98E+01
-4.09E-01	-5.02E+01
-4.19E-01	-5.07E+01
-4.29E-01	-5.12E+01
-4.39E-01	-5.18E+01
-4.49E-01	-5.23E+01
-4.59E-01	-5.29E+01
-4.69E-01	-5.34E+01
-4.79E-01	-5.40E+01
-4.89E-01	-5.46E+01
-4.99E-01	-5.52E+01
-5.09E-01	-5.58E+01
-5.18E-01	-5.64E+01
-5.28E-01	-5.70E+01
-5.38E-01	-5.75E+01
-5.48E-01	-5.81E+01
